url,title,description,duration,channel_id,channel,view_count,lang,file,region
https://www.youtube.com/watch?v=kHTWGfubiZ0,A Literal Trauma Dump - Randall Park - This Is Not Happening,"Randall Park tells the story of visiting his traumatic middle school, and it was messier than he ever could’ve imagined.

Original airdate: April 5, 2016

Paramount+ is here! Stream all your...",411.0,standup,Comedy Central Stand-Up,33903.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=vwoAzdnvQfI,A Pig on Coke - Artie Lange - This Is Not Happening,"Artie Lange recounts a story about the time he had to manage his drug addiction while wearing a full pig costume, and how it almost ruined a sketch on MADTV.

Original airdate: April 5, 2016...",382.0,standup,Comedy Central Stand-Up,25470.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=Agk9UGVychk,Ari Shaffir - Diarrhea Disaster in China - This Is Not Happening,"Ari Shaffir had stomach troubles in China and ran into some issues with their bathroom situation. 

Original airdate: March 29, 2016

Paramount+ is here! Stream all your favorite shows now...",460.0,standup,Comedy Central Stand-Up,31190.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=c3XvApJvFvM,“There’s So Much Drama in My Life” - Dylan Adler - Stand-Up Featuring,"Dylan Adler does a few impressions, talks about growing up with a gay twin brother and sings a song about drunk messaging his high school bully. 

Paramount+ is here! Stream all your favorite...",568.0,standup,Comedy Central Stand-Up,26355.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=oEc0UjgqtlI,"Ron White - Swallowing a $2,000 Tooth - This Is Not Happening","Ron White shares the time he swallowed a fake tooth and had to go searching for it in an unsavory place. 

Original airdate: March 29, 2016

Paramount+ is here! Stream all your favorite shows...",357.0,standup,Comedy Central Stand-Up,510345.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=k9VAK7SXxlQ,“This Is What a Grown Up Tomboy Looks Like” - Carmen Morales - Stand-Up Featuring,"Carmen Morales talks about growing up with a crazy father, having high levels of testosterone and feeling left out because she doesn’t have HPV. 

Paramount+ is here! Stream all your favorite...",656.0,standup,Comedy Central Stand-Up,21917.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=-4Wnzy989Vw,Nicole Byer - Drinking Disasters - This Is Not Happening,"Nicole Byer delves into her love of drinking and tells the story of the aftermath of getting far too hammered on an airplane.  

Original airdate: March 29, 2016

Paramount+ is here! Stream...",287.0,standup,Comedy Central Stand-Up,37406.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=WROByxR_ZLg,“I Was a Leash Kid” - Craig Conant - Stand-Up Featuring,"Craig Conant describes growing up as a leash kid, the time he witnessed childbirth and losing his nephew in the Pacific Ocean.

Paramount+ is here! Stream all your favorite shows now on Paramount+....",683.0,standup,Comedy Central Stand-Up,1025105.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=Px1GiJdec30,Felipe Esparza: “I’m the Real Batman” - This Is Not Happening,"Felipe Esparza shares his hero’s journey from drug-addicted gang member to comedian. 

Original airdate: March 22, 2016 

Paramount+ is here! Stream all your favorite shows now on Paramount+....",389.0,standup,Comedy Central Stand-Up,191285.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=ooe75cUMHCM,Al Madrigal - “Cloudy with a Chance of Carnitas” - This Is Not Happening,"Al Madrigal explains how his failed attempts at trying to act like a Mexican American comedian helped him learn to be himself onstage. 

Original airdate: March 22, 2016 

Paramount+ is here!...",366.0,standup,Comedy Central Stand-Up,45461.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=P-STl1UDjHA,"“Bro, How Do You Know You’re Not Gay?” - Jason Cheny - Stand-Up Featuring","Jason Cheny wonders how to know if you’re gay, explains why he’s big on positive reinforcement and shares how the suicide hotline helped him in the weirdest way.

Paramount+ is here! Stream...",461.0,standup,Comedy Central Stand-Up,641561.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=x0giuzSGpCM,The World’s Worst Babysitter - Bret Ernst - This Is Not Happening,"Bret Ernst recounts a wild altercation with a deranged babysitter. 

Original airdate: March 16, 2016

Paramount+ is here! Stream all your favorite shows now on Paramount+. Try it FREE at https://b...",408.0,standup,Comedy Central Stand-Up,25741.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=QTbJEtPKnfg,Jim Breuer - Prank Calling Sears - This Is Not Happening,"Jim Breuer tells the story of a time he prank called the Sears he worked at, and his coworkers took him a little too seriously.

Original airdate: March 2, 2016

Paramount+ is here! Stream...",485.0,standup,Comedy Central Stand-Up,80409.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=ZaxX5ikR-8c,“My Oncologist Had a Winking Problem.” - Alex Hooper - Stand-Up Featuring,"Alex Hooper discusses his cancer diagnosis, reveals he has an abnormally high sperm count and applauds the strength of his wife’s IUD.
 
About Comedy Central Stand-Up Featuring:
Whether you’re...",832.0,standup,Comedy Central Stand-Up,28682.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=UVaMtE705KQ,Losing Touch with Reality in Las Vegas - Dan Cummins - This Is Not Happening,"Dan Cummins shares the time he did too much acid in Vegas and lost his grasp on reality.
 
Original airdate: February 24, 2016
 
Paramount+ is here! Stream all your favorite shows now on...",439.0,standup,Comedy Central Stand-Up,60296.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=HEQzgyvldW8,“I Wanna Be a Princess” - Chloé Hilliard - Stand-Up Featuring,"Chloé Hilliard explains why white men are the most tired group of people, that there are no more Prince Charmings, and why she is not prepared for a civil war. 

Paramount+ is here! Stream...",569.0,standup,Comedy Central Stand-Up,81605.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=jQ3Z5r6Psqk,Henry Rollins’ First Acid Trip - This Is Not Happening,"Henry Rollins of Black Flag recalls his first time doing LSD with an odd stranger. 

Original airdate: February 24, 2016

Paramount+ is here! Stream all your favorite shows now on Paramount+....",528.0,standup,Comedy Central Stand-Up,117909.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=ROwlQPXKPX8,“My Dad Was a Degenerate Gambler” - Barry Rothbart - This Is Not Happening,"Barry Rothbart’s degenerate father got him a prostitute in Atlantic City.

Original airdate: Feb 13, 2015

Paramount+ is here! Stream all your favorite shows now on Paramount+. Try it FREE...",318.0,standup,Comedy Central Stand-Up,26098.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=rBo4TlUtzus,“She’s So Horny for Me It’s Insane” - Laura Peek - Stand-Up Featuring,"Laura Peek admits that sometimes she likes to be hit on, explains why the Tennessee state drink is so weird and shares that her mother is obsessed with her.

Paramount+ is here! Stream all...",524.0,standup,Comedy Central Stand-Up,206041.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=G4D2bkoytlw,Family Drama at a Catholic Wedding - Sophie Buddle - Stand-Up Featuring,"Sophie Buddle talks about growing up Jewish and Catholic, the reason she has to clarify she’s progressive, and asks why men’s butts are so small.
 
About Comedy Central Stand-Up Featuring:...",596.0,standup,Comedy Central Stand-Up,197095.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=8I1bapOz04c,“I Was Raised by a Pack of Lesbians” - Jordan Jensen- Stand-Up Featuring,"Jordan Jensen shares what it was like to be raised by a pack of lesbians, why she struggles to be more feminine and the reason her therapist broke up with her.

Paramount+ is here! Stream all...",683.0,standup,Comedy Central Stand-Up,848229.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=Uq3Rj9ljGD8,Dog-S**t Sting Operation - Paul Scheer - This Is Not Happening,"Paul Scheer tells the story of the time he conducted a covert investigation to catch the person responsible for ruining their lawn.

Original airdate: Jan 28, 2015

Paramount+ is here! Stream...",323.0,standup,Comedy Central Stand-Up,20595.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=8ZEoeI-jVk8,"""Everything is Like An 8-Mile Moment.” - Daniel Simonsen - Stand-Up Featuring","Daniel Simonsen shares why he gets nervous performing in America, that you should not expect him to bring it, and his favorite movie theater snack.

Paramount+ is here! Stream all your favorite...",404.0,standup,Comedy Central Stand-Up,115454.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=QtKgU-1ZA6s,David Drake Will Do Your Podcast - Stand-Up Featuring,"David Drake defends his decision to be on a teenager’s podcast, reveals his identity as “Mr. Mom” and explains the rules of a problematic new children’s game.

Paramount+ is here! Stream...",706.0,standup,Comedy Central Stand-Up,33183.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=oHPysqEfkM0,Ali Siddiq - When You’re Unprepared for a Prison Riot - This Is Not Happening,"Ali Siddiq recalls a time when he realized he was under prepared for an imminent prison riot.

Original airdate: Jan 28, 2015

Paramount+ is here! Stream all your favorite shows now on Paramount+....",369.0,standup,Comedy Central Stand-Up,872407.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=X7YeBBZm0A4,Experiencing a Drive-by Queer Eye - Hoodo Hersi - Stand-Up Featuring,"Hoodo Hersi dives into her relationship with her mother, her favorite things about white culture and tells the story of meeting the fairy Godmother she never knew she needed.

About Comedy...",587.0,standup,Comedy Central Stand-Up,465908.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=U8Rzd3AJUSY,“Tourette’s Is Sort of The Abstract Art of Disabilities” - Benny Feldman - Stand-Up Featuring,"Benny Feldman talks about life with Tourette’s, compares Ouija boards and charcuterie boards, and shares how he is personally boycotting J.K. Rowling.

Paramount+ is here! Stream all your...",335.0,standup,Comedy Central Stand-Up,116020.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=wDnZ9zQl2qY,“Doing Mushrooms and Watching the History Channel” - Skyler Higley - Stand-Up Featuring,"Skyler Higley reveals his thoughts about saying the pledge of allegiance in American schools, explains what it's like to be raised by white parents, and shares how drugs can shift your perspective....",596.0,standup,Comedy Central Stand-Up,383041.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=NBrctc0rVvw,Cheating in a Radio Contest - Jay Larson - This Is Not Happening,"Jay Larson recalls cheating in a radio contest as a teenager.

Paramount+ is here! Stream all your favorite shows now on Paramount+. Try it FREE at https://bit.ly/3qyOeOf

Original airdate:...",356.0,standup,Comedy Central Stand-Up,34876.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=Jcamfv9LER4,The Number One Reason to Date a Short King - Caitlin Peluffo - Stand-Up Featuring,"Caitlin Peluffo shares why she loves short guys, reveals she recently got engaged and explains why she started using an expensive face cream.

Paramount+ is here! Stream all your favorite shows...",442.0,standup,Comedy Central Stand-Up,112423.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=LbaK754C4Kk,“I’m Like the Bisexuality of Ability” - Tina Friml - Stand-Up Featuring,"Tina Friml discusses having cerebral palsy, reveals what she learned about guys on dating apps and explains why she enjoys going out to bars.

Paramount+ is here! Stream all your favorite shows...",669.0,standup,Comedy Central Stand-Up,442867.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=SMatdjrIr28,“I Was So Drunk I Was Misquoting ‘Goodfellas’”- Steve Rannazzisi - This Is Not Happening,"Steve Rannazzisi got into a drunken argument at a Los Angeles grocery store and had a gun pulled on him.
 
Original airdate: February 26, 2015
 
Paramount+ is here! Stream all your favorite...",345.0,standup,Comedy Central Stand-Up,44806.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=wE52zn5zqRw,"“I’m Aaron from Tennessee, a Pathological Liar” - Aaron Weber - Stand-Up Featuring","Aaron Weber admits he pretends his name is Doug, describes how people react when he tells them he has sleep apnea and remembers losing all of his childhood football games.

Paramount+ is here!...",505.0,standup,Comedy Central Stand-Up,555970.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=A94nIBjXrP8,“And Then I Sh*t My Pants” - Bobby Lee - This Is Not Happening,"Bobby Lee tells the story of hitting rock bottom while he was a cast member on “MADtv” and deciding to get sober.

Original airdate: January 22, 2015

Paramount+ is here! Stream all your...",265.0,standup,Comedy Central Stand-Up,243092.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=E7W3n2zB0Rc,A Lesbian with a Brazilian - Ashley Gavin - Stand-Up Featuring,"Ashley Gavin talks about being a lesbian with a Brazilian wax, the differences between male and female friendships, and the time she talked to a very progressive catcaller.

About Comedy Central...",702.0,standup,Comedy Central Stand-Up,406653.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=FoScKrPS1tc,“I’ve Never Pulled My Jew Card Until Now” - Eagle Witt - Stand-Up Featuring,"Eagle Witt remembers arguing with his friend about Bob Dylan, shares his take on the president America deserves, and tackles being both Black and Jewish during peak Kanye West controversy....",571.0,standup,Comedy Central Stand-Up,746539.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=FwjhH2zmp1I,How to Make New Friends as an Adult - Hunter Duncan - Stand-Up Featuring,"Hunter Duncan describes shopping for clothes with his mom as an overweight kid, reveals his strategies for making new friends and remembers being on a double date with a guy he didn’t like....",507.0,standup,Comedy Central Stand-Up,92770.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=oYxF4I9kruk,Auguste White’s New “Revenge Personality” - Stand-Up Featuring,"Auguste White remembers observing someone’s boyfriend during a Black Lives Matter protest, shares her biggest concern about asking out a guy and debuts her new revenge personality.

About...",394.0,standup,Comedy Central Stand-Up,54060.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=5GvFc3zL8aU,“I’m a Build-A-Bitch” - Pink Foxx - Stand-Up Featuring,"Pink Foxx recalls coming out as transgender to her parents, talks about growing up outside Philadelphia in Camden, New Jersey, and lets the audience in on her fetish.

Paramount+ is here! Stream...",614.0,standup,Comedy Central Stand-Up,44946.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=AFqV-Mh4Ra8,Seeing Your Girlfriend’s Dildo - Neel Nanda - Stand-Up Featuring,"Neel Nanda aims to solve the gun problem in the U.S., explains how some health care situations are like hostage situations and remembers seeing his girlfriend’s dildo for the first time....",506.0,standup,Comedy Central Stand-Up,66872.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=RcIcO-IVr4Y,Gabe Davis Can’t Get Into Erotica - Stand-Up Featuring,"Gabe Davis suggests some revisions to American stereotypes, reveals he can’t get into erotica, and explains why he doesn’t like Woody from “Toy Story.”
 
About Comedy Central Stand-Up...",524.0,standup,Comedy Central Stand-Up,25049.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=asY7CQJkUa8,Why Gen Z Dating Advice Doesn’t Work for Millennials - Jenny Zigrino - Stand-Up Featuring,"Jenny Zigrino exposes why Gen Z dating advice doesn’t work for millennials, remembers some of the major events that millennials have survived and reveals her love language. (Contains strong...",656.0,standup,Comedy Central Stand-Up,1481313.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=xvkAcFKLVVY,Dating Is Too Expensive - Max Thomas - Stand-Up Featuring,"Max Thomas describes why millennials and Gen Zers aren’t able to pay back their student loans, explains why it’s too expensive to date, and questions the rules of a drive-by. (Contains...",617.0,standup,Comedy Central Stand-Up,69966.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=vj-LfLvs-jI,Hanna Dickinson’s Dog Is the Drunk Version of Her - Stand-Up Featuring,"Hanna Dickinson describes her dog’s personality and explains why she’s not sure if she’ll freeze her eggs. (Contains strong language.)

Paramount+ is here! Stream all your favorite shows...",546.0,standup,Comedy Central Stand-Up,95971.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=xCyebt737pU,What it’s Like to Be a Hot Social Worker - Brandi Denise - Stand-Up Featuring,"Brandi Denise recalls learning about the global food shortage, describes preparing for the apocalypse and reveals the kind of sweet nothings she wants whispered in her ear as an adult. (Contains...",711.0,standup,Comedy Central Stand-Up,1003627.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=6wjwdCUlUwI,"Why Turning 30 Isn't a ""Woo"" Birthday - Joey Avery - Stand-Up Featuring","Joey Avery discusses turning thirty and reveals one of his fears about having kids. (Contains strong language.)

Paramount+ is here! Stream all your favorite shows now on Paramount+. Try it...",457.0,standup,Comedy Central Stand-Up,104965.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=LzMxb2T1bjU,Quitting Sucking D**k - Sherry Cola - Stand-Up Featuring,"Sherry Cola details the struggles of quitting sucking d**k, discusses being brainwashed at concerts and reveals she hates being a bridesmaid. (Contains strong language.)

Paramount+ is here!...",560.0,standup,Comedy Central Stand-Up,223730.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=scKHfa_xfZc,Brandon Wardell Is Done Being a Single Sex Guy - Stand-Up Featuring,"Brandon Wardell explains why he’s done being a “single sex guy” and discusses his appreciation for mental health. (Contains strong language.)

Paramount+ is here! Stream all your favorite...",529.0,standup,Comedy Central Stand-Up,125958.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
https://www.youtube.com/watch?v=WeBzFIDruSA,Mo Welch: “Straight Women Are Going Extinct” - Stand-Up Featuring,"Mo Welch breaks down why she feels straight women are going extinct and advises parents not to follow their child’s nanny on TikTok. (Contains strong language.)
 
About Comedy Central Stand-Up...",495.0,standup,Comedy Central Stand-Up,207965.0,en,./CSV_clean/ComedyCentralUS_standup_v2_filtered.csv,en_us
