text,timestamp,label
že,"[87.56, 87.64]",O
se,"[87.68, 87.76]",O
k,"[87.78, 87.82]",O
nim,"[87.86, 87.941]",O
neumíme,"[87.981, 88.281]",L
chovat.,"[88.301, 88.72]",L
Vemte,"[89.481, 89.721]",L
"si,","[89.761, 89.841]",L
jak,"[89.861, 89.981]",L
třeba,"[90.001, 90.161]",L
tady,"[90.181, 90.422]",L
v,"[90.622, 90.642]",L
minulém,"[90.682, 90.902]",L
"století,","[90.942, 91.282]",L
v 50.,"[91.302, 91.342]",L
letech,"[91.862, 92.022]",L
v,"[92.042, 92.062]",L
"Americe,","[92.122, 92.903]",L
proběhla,"[92.943, 93.343]",L
taková,"[93.363, 93.583]",L
ta,"[93.603, 93.743]",L
údajná,"[93.783, 94.183]",L
pitva,"[94.243, 94.463]",L
toho,"[94.503, 94.603]",O
mimozemštěna.,"[94.623, 95.284]",O
Jsou,"[95.324, 95.604]",O
kdy,"[95.624, 95.724]",O
fotky,"[95.744, 95.984]",O
z,"[96.004, 96.044]",O
toho,"[96.064, 96.144]",O
a,"[96.164, 96.204]",O
tak.,"[96.244, 96.844]",O
A,"[96.884, 96.924]",O
teď,"[96.964, 97.085]",O
si,"[97.125, 97.205]",O
"vemte,","[97.245, 97.465]",O
kdyby,"[97.485, 97.625]",O
to,"[97.665, 97.725]",O
fakt,"[97.765, 97.885]",O
byla,"[97.905, 98.045]",O
pravda.,"[98.085, 98.405]",L
O,"[98.585, 99.285]",L
čem,"[99.406, 99.606]",O
to,"[99.626, 99.766]",O
"vypovídá,","[99.806, 100.346]",O
že,"[100.366, 100.446]",O
prostě,"[100.486, 100.826]",O
někdo,"[100.906, 101.667]",O
si,"[101.727, 101.847]",O
přiletí,"[101.907, 102.407]",O
na,"[102.427, 102.507]",O
návštěvu,"[102.547, 103.027]",O
na,"[103.047, 103.087]",O
naší,"[103.127, 103.347]",L
planetu,"[103.387, 103.9]",L
a,"[104.788, 104.888]",O
my,"[104.948, 105.048]",O
ho,"[105.088, 105.208]",O
tady,"[105.248, 105.448]",O
na,"[105.488, 105.608]",O
uvítanou,"[105.668, 106.309]",L
rozpitváme.,"[106.349, 107.189]",L
To,"[108.592, 108.652]",L
je,"[108.692, 108.732]",O
opravdu,"[108.832, 109.172]",O
vrchol,"[109.212, 109.513]",L
"pohostinnosti,","[109.553, 110.373]",O
jo.,"[110.413, 110.48]",O
A,"[111.874, 111.934]",O
já,"[111.954, 112.014]",O
teď,"[112.054, 112.154]",O
si,"[112.194, 112.274]",O
"vemte,","[112.294, 112.554]",O
že,"[112.574, 112.654]",O
ty,"[112.674, 112.794]",O
"muzemštěni,","[112.834, 113.775]",O
který,"[113.795, 113.975]",O
tady,"[113.995, 114.155]",O
jako,"[114.175, 114.555]",O
jsme,"[114.595, 114.735]",O
nestihli,"[114.756, 115.076]",O
"rozpitvat,","[115.096, 115.576]",O
"jo,","[115.616, 116.176]",O
a,"[116.196, 116.236]",O
který,"[116.276, 116.436]",O
tady,"[116.456, 116.577]",O
nikdy,"[116.597, 116.777]",O
"nebyli,","[116.817, 117.117]",O
který,"[117.157, 117.317]",O
prostě,"[117.357, 117.617]",O
žijou,"[117.657, 117.877]",O
někde,"[117.897, 118.057]",O
na,"[118.077, 118.117]",O
nějaký,"[118.137, 118.418]",O
planétě,"[118.458, 119.278]",O
prostě,"[119.698, 120.199]",O
několik,"[120.239, 120.579]",O
miliard,"[120.639, 121.059]",O
let,"[121.099, 121.239]",O
světelných,"[121.279, 121.699]",O
"daleko,","[121.719, 122.0]",O
jo.,"[122.02, 122.52]",O
Oni,"[122.58, 122.74]",O
si,"[122.78, 122.9]",O
prostě,"[122.94, 123.24]",O
o,"[123.32, 123.36]",O
nás,"[123.4, 123.581]",O
dělají,"[123.621, 123.841]",O
obrázek,"[123.941, 124.401]",O
jenom,"[124.441, 124.621]",O
z,"[124.681, 124.741]",O
"toho,","[124.781, 125.402]",O
co,"[125.462, 125.562]",O
my,"[125.582, 125.622]",O
jim,"[125.642, 125.722]",O
do,"[125.742, 125.802]",O
toho,"[125.842, 125.942]",O
vesmíru,"[125.962, 126.322]",O
"pošleme,","[126.362, 126.762]",O
jo.,"[126.782, 127.483]",O
A,"[127.503, 127.543]",O
co,"[127.583, 127.663]",O
my,"[127.683, 127.743]",O
jim,"[127.763, 127.843]",O
tam,"[127.863, 127.983]",O
posíláme,"[128.003, 128.483]",O
třeba?,"[128.523, 128.9]",O
Rádiovej,"[129.984, 130.765]",L
signál.,"[130.845, 131.325]",L
To,"[133.134, 133.174]",L
je,"[133.234, 133.314]",O
náš,"[133.354, 133.654]",O
vynález,"[133.714, 134.314]",O
poslal,"[134.354, 134.595]",O
do,"[134.615, 134.675]",O
vesmíru,"[134.695, 135.115]",O
rádový,"[135.155, 135.615]",L
signál.,"[135.655, 136.555]",L
Já,"[136.575, 136.655]",L
vám,"[136.675, 136.755]",O
"popíšu,","[136.795, 137.156]",O
o,"[137.216, 137.276]",O
co,"[137.316, 137.396]",O
jde.,"[137.416, 137.616]",O
Rádový,"[137.656, 138.016]",O
"signál,","[138.056, 138.416]",O
to,"[138.436, 138.496]",O
je,"[138.536, 138.596]",L
"věc,","[138.636, 139.556]",L
která,"[139.576, 139.797]",L
se,"[139.837, 139.977]",O
takhle,"[140.057, 140.357]",O
odešla,"[140.417, 140.697]",O
ze,"[140.737, 140.797]",O
Země.,"[140.837, 141.1]",L
Teď,"[142.297, 142.458]",L
to,"[142.538, 142.658]",L
letí,"[142.698, 143.498]",O
několik,"[143.538, 143.958]",O
milionů,"[144.058, 144.598]",O
let,"[144.618, 144.698]",O
tím,"[144.738, 144.878]",O
vesmírem.,"[144.898, 145.44]",O
Pak,"[146.699, 146.879]",O
to,"[146.939, 147.059]",O
přiletí,"[147.139, 147.639]",O
na,"[147.679, 147.739]",O
tu,"[147.779, 147.86]",O
cizí,"[147.92, 148.18]",O
planetu,"[148.22, 149.36]",O
a,"[149.4, 149.44]",O
tam,"[149.48, 149.62]",O
to,"[149.66, 149.76]",O
udělá.,"[149.8, 150.701]",L
Pýp.,"[150.761, 151.9]",L
Ty,"[157.423, 157.543]",O
tam,"[157.583, 157.763]",O
z,"[157.823, 157.863]",O
nás,"[157.903, 158.163]",O
musí,"[158.203, 158.423]",O
být,"[158.443, 158.564]",O
úplně,"[158.624, 158.824]",L
odvařený.,"[158.884, 159.404]",L
Nebo,"[161.684, 161.864]",L
další,"[161.904, 162.244]",O
"věc,","[162.284, 162.424]",O
kterou,"[162.444, 162.604]",O
posíláme,"[162.644, 163.084]",O
do,"[163.104, 163.164]",O
"vesmíru,","[163.184, 163.545]",O
to,"[163.565, 163.605]",O
je,"[163.625, 163.665]",O
naše,"[163.685, 163.825]",O
pozemská,"[163.905, 164.305]",O
"specialita,","[164.325, 164.76]",L
posílat,"[165.965, 166.505]",O
do,"[166.545, 166.625]",O
vesmíru,"[166.665, 167.18]",O
mrtvý,"[167.746, 168.206]",O
psi.,"[168.266, 168.34]",L
"Víte,","[170.286, 170.506]",L
na,"[170.526, 170.606]",O
co,"[170.646, 170.727]",O
narážím?,"[170.767, 171.267]",O
První,"[171.347, 171.687]",O
živá,"[171.707, 171.947]",O
bytost,"[171.967, 172.227]",O
ve,"[172.247, 172.347]",O
"vesmíru,","[172.367, 172.887]",O
pes,"[172.987, 173.247]",O
lajka.,"[173.287, 173.48]",L
Taky,"[174.668, 174.888]",O
jsem,"[174.908, 175.048]",O
nad,"[175.068, 175.168]",O
tím,"[175.188, 175.528]",O
přemýšlel,"[175.548, 176.128]",L
a,"[176.168, 176.948]",L
opravdu,"[177.088, 177.44]",L
furt,"[178.509, 179.009]",L
"nechápu,","[179.069, 179.68]",L
co,"[181.089, 181.269]",O
to,"[181.329, 181.51]",O
mělo,"[181.55, 181.89]",O
za,"[181.95, 182.09]",O
"význam,","[182.15, 182.42]",L
poslat,"[184.05, 184.47]",O
toho,"[184.53, 184.77]",O
čokla,"[184.87, 185.231]",O
do,"[185.251, 185.331]",L
vesmíru.,"[185.371, 185.92]",L
Při,"[186.891, 187.211]",O
vší,"[187.251, 187.731]",L
úctě,"[187.811, 188.52]",L
k,"[189.012, 189.032]",L
inteligenci,"[189.072, 189.792]",L
psů.,"[189.852, 190.052]",L
si,"[191.067, 191.307]",L
"myslím,","[191.407, 191.8]",L
že,"[192.968, 193.108]",O
ten,"[193.168, 193.429]",O
pes,"[193.609, 193.72]",O
z,"[195.01, 195.07]",O
toho,"[195.11, 195.37]",O
letu,"[195.41, 195.83]",O
vůbec,"[195.91, 196.33]",O
nic,"[196.37, 196.571]",L
neměl.,"[196.611, 197.16]",L
To,"[199.532, 199.613]",L
byl,"[199.653, 199.793]",L
"prostě,","[199.833, 200.22]",L
dát,"[200.993, 201.194]",O
tomu,"[201.254, 201.454]",O
psovi,"[201.514, 201.854]",O
tu,"[201.894, 201.974]",O
"raketu,","[202.014, 202.434]",O
to,"[202.474, 202.534]",O
byl,"[202.574, 202.695]",O
prostě,"[202.735, 203.035]",O
nejdražší,"[203.095, 203.675]",O
dárek,"[203.715, 204.055]",O
pro,"[204.095, 204.195]",L
psa,"[204.236, 204.416]",L
v,"[204.436, 204.476]",L
dějinách.,"[204.496, 205.06]",L
Ruku,"[206.337, 206.557]",L
do,"[206.577, 206.657]",L
vohně,"[206.677, 206.957]",L
za,"[206.977, 207.097]",L
"to,","[207.137, 207.217]",L
že,"[207.237, 207.317]",L
ten,"[207.338, 207.518]",L
pes,"[207.678, 208.038]",O
ani,"[208.078, 208.178]",O
nekouk,"[208.218, 208.498]",O
z,"[208.518, 208.558]",O
"wokýnka,","[208.578, 208.94]",L
když,"[210.5, 210.64]",L
letěl,"[210.7, 210.96]",L
okolo,"[211.02, 211.26]",L
měsíce.,"[211.28, 211.74]",L
Tohle,"[213.161, 213.321]",L
to,"[213.341, 213.421]",L
s,"[213.461, 213.501]",L
tím,"[213.522, 213.682]",L
psem,"[213.702, 213.842]",L
ve,"[213.882, 213.962]",L
"vesmíru,","[213.982, 214.422]",L
to,"[214.462, 214.502]",L
je,"[214.542, 214.602]",L
celý,"[214.662, 214.842]",L
taková,"[214.862, 215.103]",L
prostě,"[215.123, 215.363]",L
absurdní,"[215.403, 215.863]",L
píčovina.,"[215.943, 217.12]",L
Že,"[218.144, 218.225]",L
to,"[218.265, 218.345]",L
fakt,"[218.385, 218.525]",O
mohli,"[218.565, 218.765]",O
vymyslet,"[218.805, 219.145]",O
okrát,"[219.185, 219.425]",O
jenom,"[219.445, 219.585]",L
rusáci.,"[219.625, 220.066]",L
Když,"[221.425, 221.625]",L
dá,"[221.725, 221.785]",L
takhle.,"[221.805, 221.98]",L
Aby,"[223.146, 223.266]",L
jsme,"[223.286, 223.427]",L
byli,"[223.467, 223.587]",L
spravedliví.,"[223.627, 224.24]",L
Američani,"[225.268, 225.92]",L
se,"[227.029, 227.129]",L
s,"[227.189, 227.229]",O
tou,"[227.27, 227.43]",O
vopicí,"[227.49, 228.07]",O
taky,"[228.13, 228.41]",O
moc,"[228.43, 228.591]",L
nepředvedli.,"[228.611, 229.4]",L
No,"[230.932, 230.992]",L
a,"[231.032, 231.072]",L
potom,"[231.132, 231.373]",L
jsme,"[231.453, 231.573]",L
došli,"[231.613, 231.853]",L
k,"[231.893, 231.913]",L
"tomu,","[231.953, 232.153]",L
jako,"[232.193, 232.353]",L
trvalo,"[232.393, 232.654]",L
to,"[232.694, 232.754]",O
"dlouho,","[232.794, 233.254]",O
ale,"[233.274, 233.474]",O
došli,"[233.514, 233.734]",O
jsme,"[233.775, 233.915]",O
k,"[233.935, 233.975]",O
"tomu,","[233.995, 234.555]",O
že,"[234.595, 234.715]",O
můžeme,"[234.775, 235.236]",O
do,"[235.276, 235.336]",O
vesmíru,"[235.376, 235.796]",O
postídat,"[235.836, 236.216]",O
i,"[236.256, 236.316]",O
lidi.,"[236.336, 236.537]",O
Jenže,"[236.597, 236.6]",L
to,"[237.758, 237.818]",L
teďka,"[237.838, 237.998]",L
se,"[238.118, 238.238]",O
nabralo,"[238.278, 238.538]",O
takových,"[238.578, 238.878]",L
"rozměrů,","[238.898, 239.599]",L
že,"[239.639, 239.699]",O
se,"[239.719, 239.819]",O
prostě,"[239.859, 240.079]",O
už,"[240.119, 240.199]",O
prodávají,"[240.239, 240.66]",O
ty,"[240.7, 240.78]",O
letenky,"[240.8, 241.14]",O
do,"[241.16, 241.22]",O
vesmíru.,"[241.24, 241.72]",L
A,"[242.781, 242.801]",L
teď,"[242.821, 242.922]",L
si,"[242.962, 243.042]",L
"vemte,","[243.062, 243.282]",L
kdo,"[244.183, 244.343]",O
si,"[244.423, 244.44]",O
tuhletu,"[245.544, 245.824]",O
letenku,"[245.844, 246.144]",O
koupí.,"[246.184, 246.504]",O
Kdo,"[247.365, 247.465]",O
si,"[247.505, 247.585]",O
koupí?,"[247.625, 247.845]",O
Akorát,"[247.865, 248.146]",O
"člověk,","[248.206, 248.526]",O
který,"[248.546, 248.726]",O
na,"[248.766, 248.846]",O
to,"[248.886, 248.966]",O
má.,"[249.006, 249.907]",O
A,"[249.947, 249.967]",O
kdo,"[249.987, 250.107]",O
na,"[250.127, 250.207]",O
to,"[250.227, 250.327]",O
bude,"[250.347, 250.507]",O
mít?,"[250.547, 250.748]",O
Na,"[251.493, 251.613]",O
to,"[251.653, 251.753]",O
bude,"[251.793, 251.953]",O
mít,"[251.973, 252.053]",O
akorát,"[252.113, 252.433]",O
"člověk,","[252.493, 253.454]",O
kterej,"[253.494, 253.694]",O
tady,"[253.734, 253.954]",O
na,"[253.994, 254.134]",O
zemi,"[254.174, 254.414]",O
prostě,"[254.454, 254.774]",O
už,"[254.814, 254.994]",O
"pokazil,","[255.094, 255.575]",O
co,"[255.635, 255.775]",O
"mohl,","[255.815, 256.075]",L
jo.,"[256.115, 256.895]",L
A,"[256.935, 256.975]",L
teď,"[257.015, 257.155]",L
má,"[257.195, 257.375]",O
prachy,"[257.475, 257.795]",O
na,"[257.835, 257.936]",L
"to,","[257.996, 258.496]",L
aby,"[258.536, 258.656]",L
si,"[258.696, 258.756]",L
mohl,"[258.776, 258.896]",L
koupit,"[258.936, 259.236]",L
lístek,"[259.296, 259.676]",L
a,"[259.716, 259.856]",L
mohl,"[259.896, 260.036]",L
to,"[260.076, 260.136]",L
letět,"[260.156, 260.376]",L
rozmrdat,"[260.396, 260.777]",L
někam,"[260.817, 261.037]",L
"jinam,","[261.077, 261.277]",L
jo.,"[261.297, 261.36]",L
"Ne,","[263.178, 263.258]",L
to,"[263.278, 263.358]",L
si,"[263.398, 263.478]",L
koupí,"[263.498, 263.738]",L
třeba,"[263.758, 263.898]",L
David,"[263.938, 264.138]",L
Rath,"[264.218, 264.418]",L
nebo,"[264.438, 264.618]",L
"někdo,","[264.658, 264.838]",L
že,"[264.878, 264.998]",L
jo.,"[265.418, 266.099]",L
Prostě,"[266.119, 266.359]",L
a,"[266.379, 266.399]",L
to,"[266.419, 266.479]",L
zase,"[266.499, 266.659]",L
bude,"[266.679, 266.879]",L
"další,","[266.899, 267.019]",L
tomu,"[267.039, 267.119]",O
budem,"[267.139, 267.259]",O
"posílat,","[267.299, 267.639]",O
nebo,"[267.759, 267.879]",O
Britney,"[267.899, 268.16]",O
"Spears,","[268.2, 268.46]",O
až,"[268.5, 268.54]",O
tady,"[268.58, 268.66]",O
všechno,"[268.68, 268.84]",O
bude,"[268.86, 268.96]",O
srátným,"[268.98, 269.34]",O
"zpěvem,","[269.38, 269.7]",L
prostě.,"[269.74, 270.04]",L
Tak,"[271.181, 271.301]",L
si,"[271.341, 271.421]",L
koupí,"[271.461, 271.781]",L
lístek,"[271.821, 272.281]",L
a,"[272.321, 272.361]",L
odletí,"[272.401, 272.661]",L
někam,"[272.701, 272.921]",L
na,"[272.961, 273.061]",L
"Mars,","[273.081, 273.302]",L
pívá,"[273.322, 273.482]",L
do,"[273.502, 273.582]",L
"kolony,","[273.622, 273.922]",L
jo.,"[273.962, 274.082]",L
A,"[274.787, 274.807]",L
to,"[274.827, 274.887]",O
zase,"[274.927, 275.087]",O
bude,"[275.107, 275.247]",O
"další,","[275.267, 275.547]",O
co,"[275.587, 275.647]",O
my,"[275.667, 275.727]",O
tam,"[275.767, 275.827]",O
budeme,"[275.847, 276.067]",O
ukazovat,"[276.107, 276.447]",O
tady,"[276.467, 276.568]",O
ze,"[276.608, 276.688]",O
Země.,"[276.728, 277.028]",O
Takže,"[277.048, 277.188]",O
já,"[277.228, 277.288]",O
si,"[277.348, 277.408]",O
prostě,"[277.448, 277.668]",O
ve,"[277.708, 277.788]",O
výsledku,"[277.828, 278.208]",L
"představuju,","[278.248, 279.268]",L
že,"[279.308, 279.368]",L
to,"[279.428, 279.508]",L
tam,"[279.528, 279.628]",O
bude,"[279.648, 279.728]",O
vypadat,"[279.748, 279.989]",O
takhle,"[280.029, 280.229]",O
v,"[280.249, 280.269]",O
tom,"[280.289, 280.389]",O
vesmíru.,"[280.409, 280.849]",O
Že,"[280.869, 280.949]",O
tam,"[280.989, 281.089]",O
prostě,"[281.129, 281.389]",O
někde,"[281.409, 281.589]",O
na,"[281.609, 281.649]",O
nějaké,"[281.669, 281.849]",O
té,"[281.909, 281.989]",O
planete,"[282.049, 282.889]",O
několik,"[282.929, 283.53]",O
miliard,"[283.59, 283.91]",O
let,"[283.95, 284.03]",O
daleko,"[284.05, 284.34]",O
sedějí,"[285.37, 285.63]",O
takhle,"[285.65, 285.85]",O
ty,"[285.87, 285.95]",O
mimozemšťani,"[285.99, 286.63]",O
u,"[286.65, 286.69]",O
toho,"[286.73, 286.81]",O
nedělního,"[286.83, 287.251]",O
oběda.,"[287.291, 287.52]",L
Teď,"[288.711, 288.851]",L
tam,"[288.891, 289.011]",L
prostě,"[289.051, 289.371]",L
sedějí,"[289.431, 289.831]",L
a,"[289.851, 289.891]",L
teď,"[289.911, 290.051]",L
jako,"[290.071, 290.231]",L
koukají,"[290.291, 290.632]",L
takhle,"[290.652, 290.832]",L
do,"[290.852, 290.892]",L
té,"[290.932, 291.032]",L
temnoty,"[291.112, 291.492]",L
toho,"[291.532, 291.652]",L
vesmíru.,"[291.672, 292.38]",L
A,"[293.272, 293.312]",L
teď,"[293.352, 293.512]",O
jako,"[293.532, 293.712]",O
konečně,"[293.752, 294.113]",O
si,"[294.153, 294.233]",O
"říkají,","[294.273, 294.513]",O
"konečně,","[294.593, 295.113]",O
tamhle,"[295.153, 295.413]",O
z,"[295.453, 295.493]",O
dálky,"[295.513, 295.853]",O
už,"[295.873, 295.953]",O
se,"[295.973, 296.073]",L
blíží,"[296.113, 297.013]",L
poselství,"[297.073, 297.874]",L
inteligentní,"[297.934, 298.654]",O
civilizace.,"[298.694, 299.22]",O
Konečně.,"[299.894, 300.875]",O
Tak,"[300.915, 301.055]",O
dlouho,"[301.095, 301.395]",O
na,"[301.415, 301.495]",O
to,"[301.515, 301.595]",O
čekáme.,"[301.635, 302.095]",O
"Ne,","[303.131, 303.251]",O
pozor.,"[303.311, 304.252]",O
Jako,"[304.292, 304.532]",O
první,"[304.652, 305.553]",O
takhle,"[305.593, 305.933]",O
rychle,"[305.973, 306.333]",O
okolo,"[306.413, 306.673]",O
proletí,"[306.733, 307.094]",O
rádový,"[307.114, 307.494]",L
signál.,"[307.534, 307.84]",L
Pak,"[310.216, 310.376]",L
tam,"[310.416, 310.576]",O
spadne,"[310.616, 311.216]",O
krabice,"[311.256, 311.657]",O
od,"[311.717, 311.817]",O
banánu,"[311.837, 312.197]",O
s,"[312.217, 312.257]",O
mrtvým,"[312.277, 312.577]",O
psem.,"[312.597, 312.82]",L
A,"[315.019, 315.079]",L
ze,"[315.139, 315.299]",L
třetí,"[315.359, 315.779]",L
rakety,"[315.82, 316.64]",L
s,"[316.72, 316.8]",L
velkou,"[316.86, 317.401]",L
slábou,"[317.461, 318.02]",L
vystoupí,"[318.501, 319.042]",L
Britney,"[319.082, 319.442]",L
Spears.,"[319.482, 319.78]",L
A,"[320.723, 320.783]",L
udělá...,"[320.823, 321.78]",L
Takže...,"[324.665, 324.926]",O
Chci,"[325.845, 326.165]",O
"říct,","[326.225, 326.525]",O
pojďme,"[327.306, 327.726]",O
těm,"[327.786, 328.086]",O
mimozemšťanům,"[328.206, 328.987]",O
"ukázat,","[329.027, 329.427]",O
že,"[329.467, 329.507]",O
jsme,"[329.527, 330.047]",O
inteligentní,"[330.107, 330.787]",O
"civilizace,","[330.847, 331.328]",O
se,"[331.368, 331.428]",O
kterou,"[331.448, 331.628]",O
je,"[331.648, 331.688]",O
nutné,"[331.708, 331.928]",O
počítat.,"[331.948, 332.468]",O
Ať,"[332.488, 332.548]",O
"vidí,","[332.908, 333.069]",O
že,"[333.089, 333.129]",O
jsme,"[333.149, 333.289]",O
rovnocenní,"[333.329, 333.689]",O
partneři.,"[333.729, 334.749]",O
Pojďme,"[335.25, 335.45]",O
si,"[335.47, 335.53]",O
to,"[335.55, 335.63]",O
slíbit,"[335.67, 335.95]",O
a,"[335.99, 336.01]",O
začněme,"[336.05, 336.31]",O
každý,"[336.33, 336.55]",O
u,"[336.57, 336.61]",O
sebe.,"[336.65, 337.491]",O
Pojďme,"[337.531, 337.711]",O
si,"[337.751, 337.811]",O
prostě,"[337.851, 338.091]",O
"slíbit,","[338.131, 339.011]",O
že,"[339.051, 339.131]",O
až,"[339.191, 339.392]",O
někde,"[339.432, 339.732]",O
potkáte,"[339.792, 340.232]",O
nějakého,"[340.252, 340.552]",O
"mimozemšťana,","[340.572, 341.14]",L
tak,"[342.333, 342.493]",L
ho,"[342.513, 342.573]",L
nebudete,"[342.593, 342.953]",L
pitvat.,"[343.013, 343.3]",L
A,"[345.334, 345.435]",O
normálně,"[345.455, 345.915]",O
