text,timestamp,label
trop,"[44.441, 44.581]",O
les,"[44.601, 44.681]",O
mecs,"[44.701, 44.861]",L
"chelous,","[44.901, 47.222]",L
il,"[47.262, 47.323]",L
y,"[47.343, 47.363]",L
a,"[47.403, 47.443]",L
tout,"[47.483, 47.603]",L
le,"[47.623, 47.703]",O
1er,"[47.783, 47.943]",O
rang,"[47.963, 48.063]",O
qui,"[48.103, 48.183]",O
fait,"[48.223, 48.523]",O
Ça,"[48.543, 48.603]",O
y,"[48.623, 48.643]",O
"est,","[48.663, 48.743]",O
on,"[48.823, 48.903]",O
va,"[48.923, 49.003]",O
récomprendre,"[49.023, 49.324]",O
tout,"[49.344, 49.444]",O
le,"[49.464, 49.504]",L
spectacle !,"[49.524, 62.491]",L
Parmi,"[62.531, 62.771]",O
les,"[62.791, 62.871]",O
choses,"[62.891, 63.071]",O
que,"[63.091, 63.171]",O
vous,"[63.191, 63.291]",O
ne,"[63.331, 63.371]",O
savez,"[63.411, 63.612]",O
probablement,"[63.652, 64.112]",O
pas,"[64.132, 64.252]",O
sur,"[64.292, 64.432]",O
"moi,","[64.492, 64.76]",L
il,"[66.113, 66.153]",O
y,"[66.173, 66.193]",O
a,"[66.213, 66.273]",O
le,"[66.313, 66.373]",O
fait,"[66.413, 66.553]",O
que,"[66.593, 66.693]",O
je,"[66.713, 66.793]",O
ne,"[66.833, 66.873]",O
suis,"[66.913, 67.053]",O
pas,"[67.093, 67.234]",O
que,"[67.274, 67.454]",O
suisse.,"[67.494, 67.694]",O
Comme,"[68.88, 69.1]",O
la,"[69.14, 69.2]",O
plupart,"[69.24, 69.48]",O
d'entre,"[69.52, 69.74]",O
vous,"[69.76, 69.88]",O
"d'ailleurs,","[69.92, 70.26]",L
je,"[71.641, 71.721]",O
suis,"[71.761, 71.941]",O
petit-fils,"[71.981, 72.501]",O
"d'immigré,","[72.521, 73.601]",O
petit-fils,"[73.641, 74.062]",O
de,"[74.082, 74.182]",O
réfugié,"[74.222, 74.762]",O
"même,","[74.802, 75.082]",O
puisque,"[75.122, 75.842]",O
mon,"[75.902, 76.002]",O
"grand-père,","[76.022, 76.442]",O
il,"[76.502, 76.562]",O
y,"[76.582, 76.602]",O
a,"[76.662, 77.002]",O
très,"[77.022, 77.183]",O
longtemps,"[77.243, 77.523]",O
"maintenant,","[77.563, 78.323]",O
est,"[78.363, 78.443]",O
venu,"[78.483, 78.623]",O
s'installer,"[78.663, 79.043]",O
ici,"[79.083, 79.303]",O
pour,"[79.323, 79.503]",O
fuir,"[79.563, 80.32]",O
l'oppression,"[80.604, 81.844]",O
du,"[81.864, 81.964]",O
fisc,"[82.004, 82.364]",O
français,"[82.404, 82.784]",L
"Oui,","[96.228, 96.468]",O
j'ai,"[96.508, 96.668]",O
un,"[96.688, 96.748]",O
peu,"[96.768, 96.868]",O
de,"[96.888, 96.969]",O
tiers-monde,"[97.009, 97.449]",O
dans,"[97.469, 97.589]",O
les,"[97.609, 97.689]",O
"veines,","[97.709, 97.969]",O
j'assume.,"[98.009, 98.349]",L
Mais,"[101.786, 101.886]",O
il,"[101.926, 101.966]",O
y,"[101.986, 102.006]",O
a,"[102.026, 102.046]",O
autre,"[102.106, 102.226]",O
chose,"[102.246, 102.406]",O
que,"[102.426, 102.526]",O
je,"[102.546, 102.606]",O
voulais,"[102.626, 102.826]",O
vous,"[102.846, 102.967]",O
confesser,"[103.007, 103.427]",O
ce,"[103.467, 103.567]",O
"soir,","[103.627, 103.94]",O
il,"[104.947, 105.007]",O
m'est,"[105.027, 105.107]",O
arrivé,"[105.147, 105.287]",O
quelque,"[105.307, 105.468]",O
chose,"[105.508, 105.688]",O
de,"[105.708, 105.828]",O
très,"[105.888, 106.088]",O
étrange,"[106.128, 106.888]",O
dans,"[106.908, 107.048]",O
la,"[107.088, 107.168]",O
rue,"[107.208, 107.388]",O
"dernièrement,","[107.428, 107.829]",O
très,"[107.869, 108.009]",O
"gênant,","[108.049, 108.969]",O
j'étais,"[109.009, 109.269]",O
en,"[109.289, 109.349]",O
train,"[109.369, 109.569]",O
de...,"[109.589, 109.64]",O
Je,"[111.17, 111.21]",O
sais,"[111.23, 111.31]",O
pas,"[111.33, 111.39]",O
comment,"[111.41, 111.57]",O
le,"[111.59, 111.63]",O
dire,"[111.65, 111.73]",O
"autrement,","[111.75, 111.99]",O
j'étais,"[112.03, 112.17]",O
en,"[112.19, 112.23]",O
train,"[112.25, 112.37]",O
de,"[112.39, 112.531]",O
très,"[112.571, 112.731]",O
brièvement,"[112.771, 113.191]",O
observer,"[113.251, 113.571]",O
les,"[113.591, 113.851]",O
fesses,"[113.891, 114.091]",O
d'une,"[114.111, 114.231]",O
jeune,"[114.271, 114.451]",L
"femme,","[114.491, 114.96]",L
vraiment,"[116.392, 116.592]",L
l'affaire,"[116.632, 116.852]",O
de,"[116.872, 116.932]",O
quelques,"[116.952, 117.192]",O
"secondes,","[117.212, 117.633]",O
c'était,"[117.673, 117.72]",L
juste,"[118.933, 119.113]",O
pas,"[119.153, 119.233]",O
assez,"[119.253, 119.393]",O
de,"[119.413, 119.453]",O
temps,"[119.473, 119.593]",O
pour,"[119.633, 119.734]",O
être,"[119.754, 119.874]",O
"sexiste,","[119.914, 120.42]",L
un,"[121.514, 121.574]",O
vrai,"[121.594, 121.794]",O
respect,"[121.814, 122.054]",O
dans,"[122.075, 122.175]",O
le,"[122.195, 122.255]",O
"regard,","[122.295, 122.555]",O
c'est,"[122.575, 122.655]",O
ce,"[122.675, 122.715]",O
que,"[122.735, 122.795]",O
j'ai,"[122.815, 122.875]",O
essayé,"[122.895, 123.015]",O
de,"[123.035, 123.075]",O
vous,"[123.095, 123.175]",L
"dire,","[123.195, 123.32]",L
quand,"[126.076, 126.276]",O
tout,"[126.296, 126.496]",O
à,"[126.536, 126.596]",O
coup,"[126.636, 127.277]",O
elle,"[127.317, 127.537]",O
s'est,"[127.577, 127.697]",O
retournée,"[127.717, 128.1]",O
et,"[128.877, 128.957]",O
elle,"[128.997, 129.137]",O
avait 14,"[129.197, 129.538]",O
ans.,"[129.578, 129.638]",O
C'est,"[131.817, 131.997]",O
extrêmement,"[132.037, 132.458]",O
"gênant,","[132.478, 132.698]",O
on,"[132.958, 133.058]",O
est,"[133.118, 133.198]",O
"d'accord,","[133.218, 133.498]",O
c'est,"[133.518, 133.619]",O
"horrible,","[133.639, 133.94]",O
d'autant,"[134.9, 135.12]",O
plus,"[135.14, 135.28]",O
que,"[135.3, 135.42]",O
"moi,","[135.44, 135.58]",O
à,"[135.6, 135.62]",O
la,"[135.66, 135.72]",O
base,"[135.74, 135.941]",O
de,"[135.981, 136.081]",O
"dos,","[136.101, 136.28]",O
je,"[137.202, 137.242]",O
lui,"[137.262, 137.322]",O
en,"[137.362, 137.442]",O
donnais,"[137.462, 137.742]",O
max 12,"[137.782, 138.263]",O
Et,"[138.523, 138.66]",L
"ça,","[142.606, 142.747]",O
c'est,"[142.767, 142.867]",O
le,"[142.907, 142.967]",O
genre,"[142.987, 143.107]",O
de,"[143.127, 143.207]",O
truc,"[143.227, 143.367]",O
qu'on,"[143.387, 143.527]",O
remarque,"[143.567, 143.828]",O
particulièrement,"[143.848, 144.428]",O
quand,"[144.468, 144.608]",O
il,"[144.648, 144.728]",O
fait,"[144.748, 144.888]",O
"chaud,","[144.928, 145.789]",O
ce,"[145.829, 145.889]",O
qui,"[145.909, 145.989]",O
n'est,"[146.009, 146.13]",O
plus,"[146.15, 146.25]",O
trop,"[146.27, 146.39]",O
le,"[146.43, 146.47]",O
cas,"[146.51, 146.63]",O
en,"[146.67, 146.71]",O
ce,"[146.75, 146.81]",O
"moment,","[146.83, 146.99]",O
je,"[147.01, 147.07]",O
vous,"[147.09, 147.19]",O
"l'accorde,","[147.23, 148.071]",O
mais,"[148.091, 148.191]",O
il,"[148.211, 148.251]",O
a,"[148.291, 148.311]",O
fait,"[148.351, 148.452]",O
chaud,"[148.492, 148.652]",O
cet,"[148.672, 148.792]",O
"été,","[148.832, 149.452]",O
et,"[149.492, 149.553]",O
il,"[149.593, 149.673]",O
a,"[149.693, 149.713]",O
fait,"[149.753, 149.853]",O
chaud,"[149.873, 150.033]",O
cet,"[150.053, 150.173]",O
hiver,"[150.213, 150.513]",O
"aussi,","[150.533, 151.374]",O
et,"[151.414, 151.494]",O
j'imagine,"[151.514, 151.774]",O
que,"[151.794, 151.855]",O
c'est,"[151.875, 151.955]",O
à,"[151.975, 151.995]",O
cause,"[152.015, 152.135]",O
du,"[152.155, 152.215]",O
réchauffement,"[152.255, 152.575]",O
"climatique,","[152.595, 152.976]",O
évidemment,"[153.056, 153.1]",L
Pour,"[154.917, 155.037]",O
"moi,","[155.077, 155.278]",O
les,"[155.298, 155.398]",O
hivers,"[155.438, 155.818]",O
"chauds,","[155.858, 156.939]",O
c'est,"[156.959, 157.059]",O
un,"[157.099, 157.159]",O
petit,"[157.199, 157.399]",O
peu,"[157.419, 157.62]",O
comme...,"[157.64, 157.84]",O
C'est,"[159.392, 159.492]",O
un,"[159.512, 159.552]",O
petit,"[159.572, 159.732]",O
peu,"[159.752, 159.852]",O
comme,"[159.872, 160.072]",O
se,"[160.112, 160.232]",O
laisser,"[160.252, 160.612]",O
lécher,"[160.673, 160.973]",O
les,"[161.013, 161.113]",O
couilles,"[161.153, 161.393]",O
par,"[161.433, 161.573]",O
ton,"[161.593, 161.793]",O
chien...,"[161.833, 162.093]",L
Non,"[164.414, 164.514]",O
"mais,","[164.534, 164.834]",O
dans,"[164.854, 164.954]",O
la,"[164.994, 165.054]",O
mesure,"[165.074, 165.314]",O
où...,"[165.374, 165.74]",L
Au,"[169.076, 169.176]",O
"fond,","[169.216, 169.376]",O
tu,"[169.416, 169.516]",O
sais,"[169.556, 169.696]",O
que,"[169.716, 169.816]",O
c'est,"[169.836, 169.976]",O
symptomatique,"[170.016, 170.536]",O
de,"[170.576, 170.636]",O
quelque,"[170.656, 170.916]",O
chose,"[170.936, 171.116]",O
de,"[171.156, 171.216]",L
grave...,"[171.256, 171.78]",L
Mais,"[175.038, 175.158]",O
c'est,"[175.178, 175.278]",O
quand,"[175.298, 175.438]",O
même,"[175.458, 175.558]",O
assez,"[175.598, 175.758]",L
kiffant...,"[175.778, 177.1]",L
"Oui,","[181.32, 181.44]",O
on,"[181.48, 181.54]",O
veut,"[181.58, 181.66]",O
être,"[181.68, 181.76]",O
dans,"[181.78, 181.86]",O
"l'intime,","[181.9, 182.22]",O
"là,","[182.26, 182.34]",O
pendant 5,"[182.381, 182.601]",O
minutes...,"[182.641, 182.98]",L
Les,"[184.481, 184.561]",O
clichés,"[184.581, 184.921]",O
du,"[184.961, 185.041]",O
"stand-up,","[185.061, 185.662]",O
très,"[185.702, 185.822]",O
peu,"[185.862, 185.962]",O
pour,"[185.982, 186.102]",O
moi...,"[186.142, 186.202]",L
Est-ce,"[188.735, 188.895]",O
qu'il,"[188.915, 188.995]",O
y,"[189.015, 189.035]",O
a,"[189.055, 189.115]",O
des,"[189.155, 189.235]",O
couples,"[189.275, 189.555]",O
dans,"[189.575, 189.695]",O
la,"[189.735, 189.795]",O
salle...,"[189.855, 190.32]",L
Vous,"[192.616, 192.716]",L
avez,"[192.736, 192.856]",O
l'air,"[192.896, 193.056]",O
très,"[193.076, 193.216]",L
"heureux,","[193.236, 193.656]",L
c'est,"[193.696, 194.616]",L
très,"[194.656, 194.796]",L
bien...,"[194.816, 195.377]",L
Des,"[195.397, 195.477]",O
"couples,","[195.497, 196.177]",O
là ?,"[196.197, 196.317]",O
"Oui,","[196.997, 197.257]",O
non ?,"[197.277, 197.657]",O
Formidable...,"[198.677, 199.22]",L
Des,"[201.658, 201.778]",O
couples...,"[201.818, 202.158]",O
"Alors,","[203.018, 203.18]",O
j'aimerais,"[204.539, 204.839]",O
te,"[204.879, 205.319]",O
poser,"[205.359, 205.519]",O
une,"[205.559, 205.639]",O
"question,","[205.659, 206.499]",O
"mademoiselle,","[206.519, 206.98]",O
est-ce,"[208.14, 208.32]",O
que,"[208.36, 208.54]",O
"parfois,","[208.56, 209.04]",L
quand,"[212.781, 213.001]",O
vous,"[213.041, 213.181]",O
faites,"[213.221, 213.481]",O
l'amour...,"[213.521, 213.98]",L
"Là,","[215.581, 215.662]",O
les,"[215.702, 215.782]",O
autres,"[215.822, 215.962]",O
sont,"[215.982, 216.102]",O
très,"[216.122, 216.222]",O
contents,"[216.242, 216.442]",O
de,"[216.462, 216.502]",O
ne,"[216.522, 216.602]",O
pas,"[216.622, 216.682]",O
se,"[216.702, 216.782]",O
manifester,"[216.802, 217.162]",O
plus,"[217.182, 217.302]",O
que,"[217.322, 217.382]",O
ça !,"[217.402, 217.502]",L
Ça,"[220.356, 220.516]",O
t'arrive,"[220.556, 220.936]",O
de,"[220.976, 221.076]",O
penser,"[221.116, 221.396]",O
à,"[221.456, 221.536]",O
d'autres,"[221.576, 221.816]",L
gens...,"[221.836, 229.28]",L
Elle,"[230.279, 230.419]",O
a,"[230.459, 230.479]",O
mis,"[230.519, 230.639]",O
quelques,"[230.659, 230.919]",O
secondes,"[230.959, 231.139]",O
mais,"[231.159, 231.239]",O
elle,"[231.259, 231.379]",O
t'aime,"[231.399, 231.539]",O
bien,"[231.559, 231.699]",O
parce,"[231.719, 231.839]",O
qu'elle,"[231.859, 232.019]",O
a,"[232.039, 232.059]",O
quand,"[232.079, 232.199]",O
même,"[232.239, 232.359]",O
menti,"[232.399, 232.699]",O
au,"[232.739, 232.799]",L
final...,"[232.819, 233.3]",L
Et,"[234.64, 234.72]",L
je,"[234.74, 234.82]",O
pense,"[234.84, 234.98]",O
que,"[235.0, 235.08]",O
ça,"[235.1, 235.24]",O
nous,"[235.26, 235.34]",O
arrive,"[235.36, 235.56]",O
à,"[235.58, 235.64]",O
"tous,","[235.68, 236.16]",O
ça,"[236.18, 236.32]",O
nous,"[236.34, 236.44]",O
est,"[236.46, 236.52]",O
tous,"[236.54, 236.68]",O
déjà,"[236.7, 236.881]",O
"arrivé,","[236.901, 237.38]",O
et,"[238.601, 238.661]",O
ça,"[238.681, 238.781]",O
m'a,"[238.801, 238.881]",O
amené,"[238.901, 239.081]",O
à,"[239.121, 239.141]",O
pousser,"[239.181, 239.381]",O
la,"[239.421, 239.461]",O
réflexion,"[239.501, 239.761]",O
un,"[239.781, 239.861]",O
peu,"[239.881, 239.961]",O
plus,"[240.001, 240.081]",O
loin,"[240.101, 240.221]",O
et,"[240.241, 240.281]",O
je,"[240.301, 240.361]",O
me,"[240.381, 240.441]",O
suis,"[240.461, 240.582]",O
"demandé,","[240.622, 241.422]",O
est-ce,"[241.462, 241.682]",O
que,"[241.702, 241.842]",O
les,"[241.882, 241.982]",O
chiens,"[242.042, 242.382]",O
font,"[242.422, 242.562]",O
pareil ?,"[242.762, 243.202]",L
"Non,","[245.783, 245.843]",L
parce,"[245.863, 245.963]",O
qu'on,"[245.983, 246.183]",O
est,"[246.223, 246.303]",O
d'accord,"[246.323, 246.543]",O
qu'un,"[246.563, 247.283]",O
"chien,","[247.343, 248.164]",O
ça,"[248.184, 248.324]",O
s'accouple,"[248.344, 248.604]",O
à,"[248.644, 248.664]",O
peu,"[248.684, 248.764]",O
près,"[248.784, 248.884]",O
avec,"[248.904, 249.024]",O
n'importe,"[249.064, 249.304]",O
quoi.,"[249.324, 249.404]",L
Y,"[250.951, 251.051]",O
compris,"[251.091, 251.371]",O
les,"[251.411, 251.491]",O
mollets,"[251.511, 251.852]",O
d'autre,"[251.912, 252.132]",O
espèce,"[252.172, 252.472]",O
que,"[252.512, 252.612]",O
la,"[252.652, 252.692]",O
sienne...,"[252.732, 252.94]",L
Et,"[256.454, 256.534]",O
je,"[256.574, 256.654]",O
me,"[256.674, 256.774]",O
"dis,","[256.814, 256.92]",O
un,"[257.935, 258.075]",O
"chien,","[258.135, 258.42]",O
en,"[259.316, 259.416]",O
plein,"[259.476, 259.676]",O
coït,"[259.696, 260.056]",O
avec,"[260.096, 260.336]",O
un,"[260.396, 260.496]",O
carlin...,"[260.537, 260.98]",O
Tout,"[262.658, 262.758]",O
le,"[262.778, 262.818]",O
monde,"[262.838, 262.958]",O
visualise,"[262.978, 263.238]",O
ce,"[263.258, 263.298]",O
que,"[263.318, 263.378]",O
c'est,"[263.398, 263.498]",O
un,"[263.518, 263.558]",O
carlin ?,"[263.578, 263.86]",O
Les,"[264.999, 265.059]",O
petits,"[265.079, 265.259]",O
trucs,"[265.279, 265.399]",O
courts,"[265.439, 265.619]",O
sur,"[265.639, 265.759]",O
pattes,"[265.799, 266.04]",O
"là,","[266.06, 266.7]",O
qui,"[266.72, 266.82]",O
ont,"[266.86, 266.94]",O
les,"[266.98, 267.04]",O
yeux,"[267.06, 267.18]",O
qui,"[267.2, 267.3]",O
sont,"[267.34, 267.46]",O
sur,"[267.5, 267.601]",O
le,"[267.641, 267.701]",O
point,"[267.721, 267.881]",O
de,"[267.921, 268.061]",O
sortir,"[268.101, 268.421]",O
de,"[268.441, 268.501]",O
leur,"[268.521, 268.641]",O
orbite,"[268.661, 268.881]",O
en,"[268.921, 268.981]",L
"permanence,","[269.021, 270.282]",L
qui,"[270.302, 270.442]",L
sont,"[270.482, 270.602]",O
tous,"[270.622, 270.782]",O
"fripés,","[270.822, 271.163]",O
en,"[271.203, 271.263]",O
plus,"[271.283, 271.403]",O
c'est,"[271.423, 271.523]",O
mal,"[271.543, 271.643]",O
foutu,"[271.683, 271.963]",O
"génétiquement,","[271.983, 272.623]",O
ça,"[272.643, 272.743]",O
respire,"[272.783, 273.084]",O
"mal,","[273.104, 273.184]",O
comme,"[273.204, 273.884]",O
ça...,"[273.904, 274.12]",L
Un,"[276.205, 276.365]",O
chien,"[276.446, 277.386]",O
en,"[277.426, 277.506]",O
plein,"[277.566, 277.766]",O
coït,"[277.786, 278.126]",O
avec,"[278.166, 278.367]",O
un,"[278.427, 278.507]",O
carlin...,"[278.547, 278.867]",L
"Obligé,","[280.954, 281.254]",O
il,"[281.294, 281.354]",O
pense,"[281.374, 281.555]",O
à,"[281.575, 281.595]",O
un,"[281.635, 281.675]",O
Golden,"[281.695, 281.975]",L
Retriever,"[281.995, 287.479]",L
"Après,","[287.519, 287.959]",O
libre,"[287.999, 288.179]",O
à,"[288.219, 288.259]",O
vous,"[288.279, 288.419]",O
de,"[288.459, 288.519]",O
se,"[288.539, 288.639]",O
"demander,","[288.679, 288.96]",O
est-ce,"[290.341, 290.481]",O
qu'on,"[290.501, 290.621]",O
n'est,"[290.641, 290.761]",O
pas,"[290.781, 290.861]",O
tous,"[290.901, 291.101]",O
le,"[291.141, 291.201]",O
carlin,"[291.241, 291.521]",O
de,"[291.541, 291.621]",L
quelqu'un ?,"[291.641, 292.18]",L
N'est-ce,"[294.543, 294.744]",O
"pas,","[294.764, 294.864]",O
mademoiselle ?,"[294.884, 295.364]",L
Et,"[299.287, 299.367]",O
moi,"[299.387, 299.487]",O
je,"[299.527, 299.607]",O
me,"[299.627, 299.707]",O
"demande,","[299.747, 300.187]",O
"vraiment,","[300.227, 300.42]",O
si,"[302.189, 302.309]",O
mon,"[302.349, 302.469]",O
chien,"[302.509, 302.689]",O
pense,"[302.829, 303.049]",O
à,"[303.069, 303.109]",O
d'autres,"[303.169, 303.369]",O
"gens,","[303.389, 304.29]",O
pendant,"[304.33, 304.55]",O
qu'il,"[304.59, 304.69]",O
me,"[304.73, 304.77]",O
lèche,"[304.79, 305.011]",O
les,"[305.031, 305.111]",O
couilles.,"[305.151, 305.471]",L
J'aimerais,"[308.695, 308.895]",O
qu'on,"[308.915, 309.075]",O
revienne,"[309.115, 309.375]",O
un,"[309.395, 309.435]",O
peu,"[309.475, 309.556]",O
au,"[309.596, 309.676]",O
"couple,","[309.696, 309.956]",O
si,"[309.976, 310.056]",O
vous,"[310.076, 310.196]",O
voulez,"[310.236, 310.436]",L
"bien,","[310.476, 310.78]",L
même,"[312.017, 312.157]",O
si,"[312.177, 312.257]",O
ça,"[312.297, 312.377]",O
me,"[312.417, 312.477]",O
peine,"[312.517, 312.717]",O
de,"[312.737, 312.817]",O
parler,"[312.837, 312.997]",O
de,"[313.017, 313.077]",O
"ça,","[313.097, 313.258]",O
"vraiment,","[313.278, 313.578]",O
parce,"[313.618, 313.758]",O
que,"[313.778, 313.858]",O
cette,"[313.878, 314.018]",O
"année,","[314.038, 314.478]",O
j'ai,"[314.518, 314.638]",O
connu,"[314.678, 314.878]",O
une,"[314.919, 315.019]",O
rupture,"[315.079, 315.379]",O
"difficile,","[315.419, 316.719]",O
ce,"[316.74, 316.8]",O
qui,"[316.82, 316.92]",O
n'empêche,"[316.94, 317.2]",O
en,"[317.22, 317.26]",O
rien,"[317.28, 317.46]",O
que,"[317.5, 318.06]",O
mon,"[318.08, 318.22]",O
"ex,","[318.26, 318.48]",O
c'est,"[318.5, 318.641]",O
vraiment,"[318.661, 318.881]",O
quelqu'un,"[318.921, 319.261]",O
de,"[319.301, 319.561]",O
"formidable,","[319.601, 320.061]",O
et,"[320.121, 321.002]",O
"d'ailleurs,","[321.022, 321.262]",O
j'espère,"[321.302, 321.602]",O
vraiment,"[321.622, 322.383]",O
qu'un,"[322.423, 322.623]",O
"jour,","[322.663, 322.84]",O
bientôt,"[324.204, 324.524]",O
"peut-être,","[324.544, 324.98]",O
elle,"[325.805, 325.965]",L
"meurt,","[326.005, 326.7]",L
on,"[329.246, 329.326]",O
va,"[329.366, 329.467]",O
revenir,"[329.487, 329.727]",O
au,"[329.767, 329.847]",O
"couple,","[329.887, 330.12]",L
avec,"[331.408, 331.608]",O
jeune,"[331.648, 331.788]",O
"homme,","[331.808, 332.02]",O
est-ce,"[332.988, 333.129]",O
que,"[333.169, 333.249]",O
t'es,"[333.289, 333.389]",O
amoureux ?,"[333.409, 333.76]",O
Sans,"[335.71, 335.85]",O
"hésiter,","[335.89, 336.25]",O
on,"[336.31, 336.37]",O
peut,"[336.39, 336.49]",O
"l'applaudir,","[336.53, 336.931]",O
je,"[336.971, 337.051]",O
pense.,"[337.091, 337.251]",O
Est-ce,"[346.738, 346.938]",O
que,"[346.958, 347.078]",O
tu,"[347.118, 347.218]",O
sais,"[347.258, 347.538]",O
pourquoi...,"[347.558, 348.2]",L
Plus,"[351.079, 351.259]",O
"compliqué,","[351.299, 352.139]",O
on,"[352.199, 352.259]",O
est,"[352.319, 352.399]",O
"d'accord,","[352.419, 352.739]",O
on,"[352.999, 353.099]",O
sent,"[353.139, 353.279]",O
le,"[353.319, 353.359]",O
temps,"[353.379, 353.499]",O
de,"[353.539, 353.599]",O
réponse,"[353.619, 353.899]",O
qui,"[353.919, 353.999]",O
est...,"[354.059, 354.139]",O
T'as,"[354.239, 354.379]",O
pas,"[354.419, 354.479]",O
révisé,"[354.499, 354.779]",O
avant,"[354.799, 354.9]",O
de,"[354.92, 354.96]",O
"venir,","[354.98, 355.18]",O
"d'accord,","[355.24, 355.44]",O
très,"[355.46, 355.56]",L
bien...,"[355.58, 355.74]",L
Je,"[356.94, 357.02]",O
pense,"[357.04, 357.16]",O
que,"[357.2, 357.28]",O
c'est,"[357.32, 357.44]",O
compliqué,"[357.48, 357.78]",O
de,"[357.82, 357.9]",O
répondre,"[357.94, 358.16]",O
à,"[358.18, 358.2]",O
cette,"[358.24, 358.36]",O
question,"[358.38, 358.6]",O
quand,"[358.64, 358.76]",O
on,"[358.8, 358.88]",O
est,"[358.9, 358.98]",O
"adulte,","[359.02, 359.34]",O
parce,"[359.36, 359.52]",O
qu'on,"[359.54, 360.381]",O
complexifie,"[360.421, 360.941]",O
"tout,","[360.961, 361.641]",O
on,"[361.701, 361.781]",O
réfléchit,"[361.841, 362.181]",O
trop...,"[362.221, 362.6]",O
Un,"[363.481, 363.561]",O
"adulte,","[363.601, 363.821]",O
ça,"[363.841, 363.941]",O
se,"[363.961, 364.041]",O
demande,"[364.081, 364.321]",O
Est-ce,"[364.361, 364.481]",O
que,"[364.501, 364.561]",O
je,"[364.581, 364.621]",O
suis,"[364.641, 364.741]",O
vraiment,"[364.761, 364.961]",O
"amoureux,","[364.981, 365.401]",O
est-ce,"[365.461, 365.581]",O
que,"[365.601, 365.662]",O
je,"[365.682, 365.722]",O
suis,"[365.742, 365.822]",O
amoureux,"[365.842, 366.042]",O
de,"[366.062, 366.102]",O
la,"[366.122, 366.162]",O
bonne,"[366.182, 366.342]",O
"personne,","[366.382, 366.782]",O
est-ce,"[366.822, 366.942]",O
que,"[366.962, 367.022]",O
c'est,"[367.042, 367.162]",O
un,"[367.182, 367.222]",O
bon,"[367.242, 367.342]",O
moment,"[367.382, 367.562]",O
pour,"[367.602, 367.722]",O
moi,"[367.742, 367.862]",O
d'être,"[367.882, 368.022]",O
"amoureux,","[368.062, 368.302]",O
est-ce,"[368.322, 368.442]",O
que,"[368.462, 368.522]",O
je,"[368.542, 368.582]",O
suis,"[368.602, 368.682]",O
amoureux,"[368.702, 368.862]",O
